input_text,target_text
vi: Bây giờ bạn muốn gì ?,vsl: Bây giờ bạn muốn gì ?
vi: Bạn ước điều gì vậy ?,vsl: Bạn ước điều gì ?
vi: Điều gì khiến bạn sợ nhất ?,vsl: Điều khiến bạn sợ nhất gì ?
vi: Tôi có thể mua tơ lụa ở đâu ?,vsl: Tôi có thể mua tơ lụa ở đâu ?
vi: Vấn đề nằm ở đâu ?,vsl: Vấn đề nằm ở đâu ?
vi: Cái mũ rơm của tôi đâu ?,vsl: Cái mũ rơm tôi đâu ?
vi: Ai đã ăn mấy cái bánh vậy ?,vsl: ăn cái bánh mấy ?
vi: Ai làm vỡ cửa sổ thế ?,vsl: làm vỡ cửa sổ ai ?
vi: Ai đã mời bạn đến đây ?,vsl: mời bạn đến đây ai ?
vi: Ai đã mời bạn vào đây ?,vsl: mời bạn vào đây ai ?
vi: Ai đã đốt lửa ?,vsl: đốt lửa ai ?
vi: Tại sao cậu lại hôn Nam ?,vsl: Tại sao cậu hôn Nam ?
vi: Sao mình không đi về đi ?,vsl: Sao mình đi về đi không ?
vi: Sao bạn không trả lời ?,vsl: Sao bạn trả lời không ?
vi: Sao cửa lại mở vậy ?,vsl: Sao cửa mở ?
vi: Bạn có một công việc tuyệt vời .,vsl: Bạn có một công việc tuyệt vời .
vi: Nhanh lên nào .,vsl: Nhanh lên .
vi: Bạn đã bỏ lỡ cơ hội .,vsl: Bạn bỏ lỡ cơ hội .
vi: Bạn phải giữ bình tĩnh .,vsl: Bạn phải giữ bình tĩnh .
vi: Hôm nay cậu có vẻ vui nhỉ .,vsl: Hôm nay cậu có vẻ vui .
vi: Bạn nên cho qua chuyện đó đi .,vsl: Bạn nên cho qua chuyện đó đi .
vi: Bạn là người mẹ tốt .,vsl: Bạn là người mẹ tốt .
vi: Mày chỉ là một thằng hèn .,vsl: Mày là một thằng hèn .
vi: Cậu chỉ là một thằng hèn .,vsl: Cậu là một thằng hèn .
vi: Bạn là một người ham vật chất .,vsl: Bạn là một người ham vật chất .
vi: Bạn là hy vọng duy nhất của chúng tôi .,vsl: Bạn là hy vọng duy nhất chúng tôi .
vi: Sách của tôi mất hết rồi .,vsl: Sách tôi mất hết rồi .
vi: Tất cả chúng tôi đều đã im lặng .,vsl: Tất cả chúng tôi đều im lặng .
vi: Nước Mỹ rất rộng lớn .,vsl: Nước Mỹ rất rộng lớn .
vi: Bạn có về nhà bây giờ không ?,vsl: Bạn có về nhà bây giờ không ?
vi: Mày có về nhà bây giờ không ?,vsl: Mày có về nhà bây giờ không ?
vi: Bạn có còn kết hôn không ?,vsl: Bạn có còn kết hôn không ?
vi: Công việc kinh doanh đang cải thiện .,vsl: Công việc kinh doanh cải thiện .
vi: Tôi đợi trong xe nhé ?,vsl: Tôi đợi trong xe ?
vi: Chúng ta có thể thay đổi lịch sử không ?,vsl: Chúng ta có thể thay đổi lịch sử không ?
vi: Đừng nói với ai nhé .,vsl: Đừng nói với ai
vi: Bạn có thể nói tiếng Anh không ?,vsl: Bạn có thể nói tiếng Anh không ?
vi: Bạn biết nói tiếng Anh không ?,vsl: Bạn biết nói tiếng Anh không ?
vi: Bạn có bơi được như Nam không ?,vsl: Bạn có bơi được như Nam không ?
vi: Bạn bơi được như Nam chứ ?,vsl: Bạn bơi được như Nam ?
vi: Bạn bơi được như Tôm không ?,vsl: Bạn bơi được như Tôm không ?
vi: Anh nhanh tay lên được không ?,vsl: Anh nhanh tay lên được không ?
vi: Anh đi nhanh lên được không ?,vsl: Anh đi nhanh lên được không ?
vi: Bạn đến lúc nào cũng được .,vsl: Bạn đến lúc cũng được .
vi: Có phải là anh ấy đã đi gặp Mary rồi không ?,vsl: Có phải là anh đi gặp Mary rồi không ?
vi: Điều ước của bạn đã trở thành sự thật chưa ?,vsl: Điều ước bạn trở thành sự thật chưa ?
vi: Bạn có anh/em trai không ?,vsl: Bạn có anh/em trai không ?
vi: Bạn có thực sự muốn nó không ?,vsl: Bạn có thực sự muốn nó không ?
vi: Bạn có thật sự muốn nó không ?,vsl: Bạn có thật sự muốn nó không ?
vi: Bạn có nghĩ tôi xấu không ?,vsl: Bạn có nghĩ tôi xấu không ?
vi: Bạn có muốn đi ra ngoài không ?,vsl: Bạn có muốn đi ra ngoài không ?
vi: Nam có nói được tiếng Pháp không ?,vsl: Nam có nói được tiếng Pháp không ?
vi: Nam biết nói tiếng Pháp không ?,vsl: Nam biết nói tiếng Pháp không ?
vi: Đừng bao giờ đề cập tới vấn đề đấy .,vsl: Đừng bao giờ đề cập tới vấn đề đấy .
vi: Đừng suy nghĩ quá nghiêm túc như thế !,vsl: Đừng suy nghĩ quá nghiêm túc như thế .
vi: Đừng lãng phí thời gian .,vsl: Đừng lãng phí thời gian .
"vi: Ai giàu ba họ , ai khó ba đời .",vsl: giàu ba họ khó ba đời ai
"vi: Ai giàu ba họ , ai khó ba đời .",vsl: giàu ba họ khó ba đời ai
vi: Tất cả đều đang hoạt động .,vsl: Tất cả đều hoạt động .
vi: Trả tiền cho tôi !,vsl: Trả tiền cho tôi .
vi: Trả nó lại cho Nam đi .,vsl: Trả nó cho Nam đi .
vi: Trở về ghế ngồi của các bạn đi .,vsl: Trở về ghế ngồi bạn đi .
vi: Nam đã ăn chưa ?,vsl: Nam ăn chưa ?
vi: Anh ấy nhận tội lỗi của mình .,vsl: Anh nhận tội lỗi mình .
vi: Anh ta có thể bơi rất nhanh .,vsl: Anh ta có thể bơi rất nhanh .
vi: Ông ấy đã chết vì làm việc quá nhiều .,vsl: Ông chết làm việc quá nhiều .
vi: Anh ta chết vì làm việc quá sức .,vsl: Anh ta chết làm việc quá sức .
vi: Anh ấy là người cười cuối cùng .,vsl: Anh là người cười cuối cùng .
vi: Anh ta vừa về nhà .,vsl: Anh ta vừa về nhà .
vi: Ông ấy chắc phải hơn 50 tuổi .,vsl: Ông phải hơn 50 tuổi .
vi: Anh ấy hay giúp đỡ người khác .,vsl: Anh hay giúp đỡ người khác .
vi: Anh ấy hít một hơi thật sâu .,vsl: Anh hít một hơi thật sâu .
vi: Ông ấy đã hít một hơi thật sâu .,vsl: Ông hít một hơi thật sâu .
vi: Anh ấy được chọn làm đội trưởng .,vsl: Anh được chọn làm đội trưởng .
vi: Anh ấy bắt đầu khóc .,vsl: Anh bắt đầu khóc .
vi: Anh ấy không bao giờ nói dối .,vsl: Anh bao giờ nói dối không
vi: Anh ta không phải là người xấu .,vsl: Anh ta phải là người xấu không
vi: Anh ta không phải người xấu .,vsl: Anh ta phải người xấu không
vi: Lớp mới của bạn thế nào ?,vsl: Lớp bạn thế nào ?
vi: Cái nhẫn này bao nhiêu tiền ?,vsl: Cái nhẫn này tiền bao nhiêu ?
vi: Chiếc nhẫn này có giá bao nhiêu ?,vsl: Chiếc nhẫn này có giá bao nhiêu ?
vi: Cái nhẫn này giá bao nhiêu ?,vsl: Cái nhẫn này giá bao nhiêu ?
vi: Tôi không thể nói chuyện với các cô gái .,vsl: Tôi không thể nói chuyện với cô gái .
vi: Tôi không thể nói dối bạn .,vsl: Tôi không thể nói dối bạn .
vi: Tôi không thích ở một mình đâu .,vsl: Tôi thích ở một mình đâu không
vi: Tôi không thích ở một mình .,vsl: Tôi thích ở một mình không
vi: Tôi không quan tâm đến bia .,vsl: Tôi quan tâm đến bia không
vi: Tôi không thích học .,vsl: Tôi thích học không
vi: Tôi không ưa việc học .,vsl: Tôi ưa việc học không
vi: Tôi không muốn lái xe đâu .,vsl: Tôi muốn lái xe đâu không
vi: Tôi có cuộc gọi từ Nam .,vsl: Tôi có cuộc gọi từ Nam .
vi: Tôi đoán đây là của bạn .,vsl: Tôi đoán đây là bạn .
vi: Tôi chỉ mang theo một ít tiền .,vsl: Tôi mang theo một ít tiền .
vi: Tôi có lớp ngày mai .,vsl: Tôi có lớp ngày mai .
vi: Tôi phải làm bài tập .,vsl: Tôi phải làm bài tập .
vi: Hy vọng bạn không thấy phiền .,vsl: Hy vọng bạn thấy phiền không
vi: Tôi mong là bạn hiểu .,vsl: Tôi mong là bạn hiểu .
vi: Tôi biết ai sẽ làm điều đó .,vsl: Tôi biết làm điều đó ai
vi: Tôi thích chơi tennis .,vsl: Tôi thích chơi tennis .
vi: Tôi đã mất hứng .,vsl: Tôi mất hứng .
vi: Tôi đã mất hứng thú .,vsl: Tôi mất hứng thú .
vi: Tôi đã không còn hứng thú .,vsl: Tôi còn hứng thú không
vi: Tôi cần có một máy vi tính mới .,vsl: Tôi có một máy vi tính .
vi: Tôi cần bạn làm điều đó .,vsl: Tôi bạn làm điều đó .
vi: Tôi cần bạn làm việc đó .,vsl: Tôi bạn làm việc đó .
vi: Tôi đã hoãn sự kiện lại .,vsl: Tôi hoãn sự kiện .
vi: Tôi thật sự muốn biết .,vsl: Tôi thật sự muốn biết .
vi: Tôi đi làm bằng xe đạp .,vsl: Tôi đi làm bằng xe đạp .
vi: Tôi tưởng anh ấy bị ốm .,vsl: Tôi tưởng anh ốm .
vi: Tôi tưởng ông ấy bệnh,vsl: Tôi tưởng ông bệnh .
vi: Tôi muốn đi cùng với bạn .,vsl: Tôi muốn đi cùng với bạn .
vi: Tôi muốn nói chuyện với cô .,vsl: Tôi muốn nói chuyện với cô .
vi: Tôi đã muốn chơi gôn .,vsl: Tôi muốn chơi gôn .
vi: Tôi đã muốn chơi golf .,vsl: Tôi muốn chơi golf .
vi: Ngày mai tôi sẽ không đến .,vsl: Ngày mai tôi đến không
vi: Tôi sẽ ở đây cả tuần .,vsl: Tôi ở đây tuần .
vi: Tôi đang làm bài tập về nhà .,vsl: Tôi làm bài tập về nhà .
"vi: Tôi đến từ Tokyo , Nhật Bản .",vsl: Tôi đến từ Tokyo Nhật Bản .
vi: Tôi rất vui vì có thể giúp được bạn .,vsl: Tôi rất vui có thể giúp được bạn .
vi: Tôi sẽ ngồi xuống .,vsl: Tôi ngồi xuống .
vi: Tôi sẽ không dừng lại .,vsl: Tôi dừng không
vi: Tôi sẽ không đợi .,vsl: Tôi đợi không
vi: Tôi đã mượn một cái bàn .,vsl: Tôi mượn một cái bàn .
vi: Tôi đã mượn một chiếc bàn .,vsl: Tôi mượn một chiếc bàn .
vi: Tôi đã thanh toán cho bạn rồi .,vsl: Tôi thanh toán cho bạn rồi .
vi: Có đau không ?,vsl: Có đau không ?
vi: Nó ở dưới cái ghế .,vsl: Nó ở dưới cái ghế .
vi: Đó là một câu chuyện rất buồn .,vsl: Đó là một câu chuyện rất buồn .
vi: Đó là một điều bất khả thi .,vsl: Đó là một điều bất khả thi .
vi: Cái này làm tôi phát điên mất !,vsl: Cái này làm tôi phát điên mất .
vi: Đó là bài hát yêu thích của tôi .,vsl: Đó là bài hát yêu thích tôi .
vi: Đó vẫn là một rủi ro lớn .,vsl: Đó là một rủi ro lớn .
vi: Giữ im lặng trong đó .,vsl: Giữ im lặng trong đó .
vi: Tránh voi chả xấu mặt nào .,vsl: Tránh voi chả xấu mặt .
vi: Tối nay mình đi ăn ngoài đi .,vsl: Tối nay mình đi ăn ngoài đi .
vi: Chúng ta tối nay đi ăn ngoài đi .,vsl: Chúng ta tối nay đi ăn ngoài đi .
vi: Chúng ta tối nay đi ăn nhé .,vsl: Chúng ta tối nay đi ăn .
vi: Chúng ta thử xem .,vsl: Chúng ta thử xem .
vi: Hãy bắt đầu với bia .,vsl: bắt đầu với bia .
vi: Hãy dừng việc này lại .,vsl: dừng việc này .
vi: Cha nào con nấy .,vsl: Cha con nấy .
vi: Hổ phụ sinh hổ tử .,vsl: Hổ phụ sinh hổ tử .
vi: Con vua thì lại làm vua . Con sãi ở chùa thì quét lá đa .,vsl: Con vua làm vua Con sãi ở chùa quét lá đa .
vi: Hành lý của tôi bị thiếu .,vsl: Hành lý tôi thiếu .
vi: Không ai làm việc này tốt hơn .,vsl: làm việc này tốt hơn ai
vi: Chẳng có ai có thể làm việc này tốt hơn .,vsl: Chẳng có có thể làm việc này tốt hơn ai
vi: Không ai hiểu được tôi hết .,vsl: hiểu được tôi hết ai
vi: Không phải việc của bạn .,vsl: phải việc bạn không
vi: Làm ơn hãy đóng cửa .,vsl: Làm ơn đóng cửa .
vi: Đừng đụng vào người tôi .,vsl: Đừng đụng vào người tôi .
vi: Bà ấy đang chuẩn bị rời đi .,vsl: Bà chuẩn bị rời đi .
vi: Căn nhà đó trông đẹp .,vsl: Căn nhà đó trông đẹp .
vi: Đó là đề nghị cuối cùng của tôi .,vsl: Đó là đề nghị cuối cùng tôi .
vi: Đó không phải là cách giải quyết .,vsl: Đó phải là cách giải quyết không
vi: Những cái rèm đã được mở .,vsl: cái rèm được mở .
vi: Con lừa đang kêu be be .,vsl: Con lừa kêu be be .
vi: Ấm nước đang sôi .,vsl: Ấm nước sôi .
vi: Nhà vua đã bị xử tử .,vsl: Nhà vua xử tử .
vi: Sữa bị thiu rồi .,vsl: Sữa thiu rồi .
vi: Thế giới đã thay đổi .,vsl: Thế giới thay đổi .
vi: Thế giới đã đổi thay .,vsl: Thế giới đổi thay .
vi: Đó không phải là ý của tôi .,vsl: Đó phải là ý tôi không
vi: Cái túi này quá nặng .,vsl: Cái túi này quá nặng .
vi: Cái túi này nặng quá .,vsl: Cái túi này nặng quá .
vi: Cái này cho mọi người .,vsl: Cái này cho người .
vi: Về mặt đạo đức điều này là sai .,vsl: Về mặt đạo đức điều này là sai .
vi: điều đó không quan trọng,vsl: điều đó quan trọng không
vi: Đây là mục tiêu chính của chúng ta .,vsl: Đây là mục tiêu chính chúng ta .
vi: Thứ này làm việc tốt quá .,vsl: Thứ này làm việc tốt quá .
vi: Thời gian không chờ đợi một ai .,vsl: Thời gian chờ đợi một ai
vi: Thời gian không chờ đợi ai cả .,vsl: Thời gian chờ đợi ai
"vi: Đối với tôi , nó quan trọng .",vsl: Đối với tôi nó quan trọng .
vi: Nam có vẻ bối rối .,vsl: Nam có vẻ bối rối .
vi: Nam đã từng cố tự tử .,vsl: Nam cố tự tử .
vi: Nam mua cho Mary một chiếc xe .,vsl: Nam mua cho Mary một chiếc xe .
vi: Nam đã tự sát .,vsl: Nam tự sát .
vi: Nam đã tự tử .,vsl: Nam tự tử .
vi: Nam đã tự vẫn .,vsl: Nam tự vẫn .
vi: Nam đã khóc được 1 tiếng đồng hồ .,vsl: Nam khóc được 1 tiếng đồng hồ .
vi: Nam không phản bội cậu .,vsl: Nam phản bội cậu không
vi: Nam không thích sữa .,vsl: Nam thích sữa không
vi: Nam đã tốt nghiệp vào năm 2013,vsl: Nam tốt nghiệp vào năm 2013 .
vi: Nam là một người can đảm .,vsl: Nam là một người can đảm .
vi: Nam là một người dũng cảm .,vsl: Nam là một người dũng cảm .
vi: Nam là nhà tạo mẫu tóc .,vsl: Nam là nhà tạo mẫu tóc .
vi: Nam là tài xế xa tải .,vsl: Nam là tài xế xa tải .
vi: Nam lúc nào cũng cẩn thận .,vsl: Nam lúc nào cũng cẩn thận .
vi: Nam cực kỳ lười .,vsl: Nam cực kỳ lười .
vi: Nam rất rất lười .,vsl: Nam rất rất lười .
vi: Nam vô cùng lười biếng .,vsl: Nam vô cùng lười biếng .
vi: Nam đang đi theo Mary .,vsl: Nam đi theo Mary .
vi: Nam tới từ Úc .,vsl: Nam tới từ Úc .
vi: Nam đang ở trong phòng Mary .,vsl: Nam ở trong phòng Mary .
vi: Nam quá thiếu quyết đoán .,vsl: Nam quá thiếu quyết đoán .
vi: Nam quá thiếu sự quyết đoán .,vsl: Nam quá thiếu sự quyết đoán .
vi: Nam đang rất giận dữ .,vsl: Nam rất giận dữ .
vi: Nam cực kỳ bối rối .,vsl: Nam cực kỳ bối rối .
vi: Nam chưa kết hôn .,vsl: Nam chưa kết hôn .
vi: Nam chưa lấy vợ .,vsl: Nam chưa lấy vợ .
vi: Nam chưa lấy chồng .,vsl: Nam chưa lấy chồng .
vi: Nam vừa liên hệ với chúng tôi .,vsl: Nam vừa liên hệ với chúng tôi .
vi: Nam biết một chút tiếng Pháp .,vsl: Nam biết một chút tiếng Pháp .
vi: Nam biết một ít tiếng Pháp .,vsl: Nam biết một ít tiếng Pháp .
vi: Nam trông có vẻ hơi mệt .,vsl: Nam trông có vẻ hơi mệt .
vi: Nam cần một cái ô .,vsl: Nam một cái ô .
vi: Nam cọ rửa chân .,vsl: Nam cọ rửa chân .
vi: Nam cởi khẩu trang ra rồi đấy .,vsl: Nam cởi khẩu trang ra rồi đấy .
vi: Nam đã tháo mặt nạ ra rồi đấy .,vsl: Nam tháo mặt nạ ra rồi đấy .
vi: Nam cởi khẩu trang ra rồi đấy .,vsl: Nam cởi khẩu trang ra rồi đấy .
vi: Nam đã tháo mặt nạ ra rồi đấy .,vsl: Nam tháo mặt nạ ra rồi đấy .
vi: Tôm đang hỏi về nó .,vsl: Tôm hỏi về nó .
vi: Chúng tôi đã lại phải làm việc đó một lần nữa .,vsl: Chúng tôi phải làm việc đó một lần nữa .
vi: Chúng tôi đã quỳ xuống cầu nguyện .,vsl: Chúng tôi quỳ xuống cầu nguyện .
vi: Thực sự chúng tôi chưa bao giờ gặp nhau .,vsl: Thực sự chúng tôi chưa bao giờ gặp nhau .
vi: Chúng tôi muốn đi tiếp .,vsl: Chúng tôi muốn đi tiếp .
vi: Chúng tôi muốn tiếp tục .,vsl: Chúng tôi muốn tiếp tục .
vi: Chúng ta nên tiếp tục .,vsl: Chúng ta nên tiếp tục .
vi: Chúng ta nên sẵn sàng rồi .,vsl: Chúng ta nên sẵn sàng rồi .
vi: Chúng tôi sẽ tự làm .,vsl: Chúng tôi tự làm .
vi: Chúng ta sẽ tự làm điều đó .,vsl: Chúng ta tự làm điều đó .
vi: Ý bạn là sao ?,vsl: Ý bạn là sao ?
vi: Sao bạn lại tới đây .,vsl: Sao bạn tới đây .
vi: Bạn vừa nói gì ?,vsl: Bạn vừa nói gì ?
vi: Bạn cần gì khác không ?,vsl: Bạn khác không ?
vi: Chúng ta nên trông đợi điều gì ?,vsl: Chúng ta nên trông đợi điều gì ?
vi: Ở đó bây giờ là mấy giờ ?,vsl: Ở đó bây giờ là giờ mấy ?
vi: Tên của cậu ta là gì vậy nhỉ ?,vsl: Tên cậu ta là gì ?
vi: Số phòng của tôi là số nào ?,vsl: Số phòng tôi là số ?
vi: Khi nào thì Nam cần nó ?,vsl: Khi Nam nó ?
vi: Nhà vệ sinh ở đâu vậy ?,vsl: Nhà vệ sinh ở đâu ?
vi: Giám đốc đang ở đâu thế ạ ?,vsl: Giám đốc ở đâu ?
vi: Giám đốc đang ở đâu vậy ạ ?,vsl: Giám đốc ở đâu ?
vi: Máy tính của bạn ở đâu ?,vsl: Máy tính bạn ở đâu ?
vi: Ai trong số các bạn đã làm điều đó ?,vsl: trong số bạn làm điều đó ai ?
vi: Túi bạn là cái nào ?,vsl: Túi bạn là cái ?
vi: Tôi đang nói chuyện với ai đây ?,vsl: Tôi nói chuyện với đây ai ?
vi: Ai đã phát hiện ra ra-di-um ?,vsl: phát hiện ra ra-di-um ai ?
vi: Sao bạn hỏi tôi ?,vsl: Sao bạn hỏi tôi ?
